id,message,label
9540,can you call a taxi,transport_taxi
3077,send mom an email now,email_sendemail
7833,how is iron made,qa_factoid
10003,should i take my raincoat with me now,weather_query
5561,turn off bedroom fan,iot_wemo_off
187,add dan's email,email_addcontact
10505,make the bedroom lights red and the hall lights normal color please,iot_hue_lightchange
3336,you understood command perfectly.,general_affirm
9302,tell me today's direction,transport_query
8104,amazon stock price,qa_stock
3925,"s2, i didn't catch up with you.",general_explain
2799,are there any new emails from robert jones,email_query
10397,i am sorry but you have messed up with my request.,general_negate
5141,switch to night light setting,iot_hue_lightchange
6520,shuffle the songs in the music library,music_settings
2494,could you please tell me what time is in singapore,datetime_query
3692,i do not really mind for anything.,general_dontcare
6165,delete butterfly clips from my wish list,lists_remove
9140,does the nearby pizza hut deliver in my area,takeaway_query
2096,delete my appointment tomorrow,calendar_remove
6506,shazam this music,music_settings
3748,"don't bother, olly.",general_dontcare
7342,i need you to find a good channels to listen to,play_radio
2837,jane doe,email_query
8971,order two hamburgers for me,takeaway_order
3282,exact.,general_affirm
4956,set the coffee maker to on,iot_coffee
9177,is fongs dine in only,takeaway_query
6394,what song is playing on windows media player,music_query
1436,alarm five pm tuesday,alarm_set
9795,what does the traffic look like headed to la,transport_traffic
2246,take note of today as my first date with bob,calendar_set
9113,when is my takeaway going to get here,takeaway_query
138,activate a one week notification before my anniversary please,calendar_set
3097,mahaboobsayyad@gmail dot com,email_sendemail
3725,that is of no importance for me.,general_dontcare
7598,convert one dollars to rupees,qa_currency
3782,"have no idea for which to select, olly.",general_dontcare
8819,what time is bina going live with her sale on facebook,social_query
9774,latest news on traffic at my current location,transport_traffic
3828,it was not clear.,general_explain
5678,enable smart socket,iot_wemo_on
1109,what alarms do i have set,alarm_query
4840,please make me a coffee using the coffee machine,iot_coffee
2196,add valia's wedding the next saturday at eight o clock,calendar_set
10107,turn volume up to highest level,audio_volume_up
4248,"that was helpful,.",general_praise
5149,make my lights green,iot_hue_lightchange
6366,identify song,music_query
10581,wemo plug socket on,iot_wemo_on
625,the song you are playing is amazing,music_likeness
3886,could you clarify further on what you said now to me please.,general_explain
8191,what apple trading at,qa_stock
9381,what is the estimated travel time for the train ride to orlando,transport_query
6274,save my opinion on the currently playing song,music_likeness
8721,open twitter type my complaint and post to @consumer service,social_post
5215,is it ok to lower the lights,iot_hue_lightdim
7341,play radio,play_radio
7162,play the song get happy by ella fitzgeral,play_music
1314,cancel alarm for tenth of march two thousand seventeen,alarm_remove
7045,play my most played songs,play_music
293,please will you check it.,general_confirm
402,anything i need to know,general_quirky
3342,yes right.,general_affirm
7720,look up word,qa_definition
10558,brighten the light of hall,iot_hue_lightup
4334,"good work, you have done well, olly.",general_praise
60,mute speaker,audio_volume_mute
6264,save that song and my opinion,music_likeness
6392,what is the current song called,music_query
2981,please check and tell me contact details of mongomery llc company,email_querycontact
1404,add a five am alarm in place of my nine pm alarm,alarm_set
10633,delete the list brads appointments,lists_remove
4546,say the last one said again please.,general_repeat
8826,tell me my friends most recent update,social_query
7242,please play next episode of bbc history podcast,play_podcasts
3153,hey email jan about our meeting,email_sendemail
10895,find events in local area,recommendation_events
5210,adjust the lights to a lower setting please,iot_hue_lightdim
5726,please update list with new item,lists_createoradd
4678,could you tell me it once again.,general_repeat
2724,have i gotten any emails from mom lately,email_query
3613,i like you confirm last thing said please.,general_confirm
6258,i find rap music really enjoyable,music_likeness
10934,what movies are playing in columbia,recommendation_movies
10184,how do i make tuna casserole from scratch,cooking_recipe
1785,increase volume by one,audio_volume_up
3315,you've gotten my instructions exactly.,general_affirm
9341,show me today train time of kalka at jodhpur,transport_query
6633,google search the topic,news_query
7195,can you play the next podcast,play_podcasts
4972,let me get a cup of coffee please,iot_coffee
6943,video games,play_game
2862,show all emails regarding the breach,email_query
8079,how expensive is google stock,qa_stock
9262,directions to sainsburys,transport_query
4930,make some coffee,iot_coffee
5419,turn the lights on,iot_hue_lighton
10706,play sam harris audiobook,play_audiobook
2870,do i have any new emails in my inbox today,email_query
5976,what's on my todo list,lists_query
7537,is the pound up or down against the dollar,qa_currency
4810,enable cleaner robot,iot_cleaning
7426,channel seventy two point five,play_radio
7139,play my favorite music,play_music
797,please tell me the definition of home,qa_definition
8485,i need a good shop,recommendation_locations
8222,what is the price of amd on the stock market,qa_stock
34,set a timer at five am seven days a week,alarm_set
4758,begin vacuuming,iot_cleaning
7967,divide seventy six in two parts,qa_maths
10920,where can i go shopping here,recommendation_locations
8664,tweet bad day at starbucks,social_post
2514,how time is it,datetime_query
7778,describe the empire state building,qa_definition
5117,lights at percent,iot_hue_lightchange
7514,how much is a g. b. p. in u. s. d.,qa_currency
7731,please describe a car,qa_definition
9607,can you book me a train ticket to bombay for tomorrow in any train,transport_ticket
8566,can you tell me what movie has the best reviews,recommendation_movies
5155,dim the lights in the kitchen,iot_hue_lightdim
8229,whats the current price of mcdonalds stock,qa_stock
10071,set an alarm for one pm,alarm_set
3469,can you just cancel please.,general_commandstop
6844,play the jungle book,play_audiobook
9351,check time of kalka train from jodhpur station on monday,transport_query
4450,i would like to crack jokes,general_quirky
7221,play the most current episode of levin,play_podcasts
6160,delete this from list,lists_remove
10171,crockpot recipe for chicken alfredo,cooking_recipe
8247,what baseball games are scheduled for this week in tulsa,recommendation_events
2754,please check if i got any emails from mom,email_query
5057,switch to red colored lights,iot_hue_lightchange
8923,whats online,social_query
7118,hi google play me playlist wacky in my gaana application,play_music
6865,can you play monopoly with me,play_game
704,can we play a game of hangman,play_game
452,please make coffee at seven am,iot_coffee
6090,clear the list,lists_remove
10930,can you tell me what movies are playing at the movies tonight,recommendation_movies
1920,what's going on between three hundred and thirty and four,calendar_query
7472,play the radio for me,play_radio
9825,what is the traffic situation at the bazaar highway,transport_traffic
2506,what time is it in central time zone,datetime_query
4019,do you have a funny joke for me,general_joke
4436,i would like to solve maths issues,general_quirky
8022,what's thirteen plus fourteen,qa_maths
2141,remind me if i miss my evening walk routine,calendar_set
6778,start audiobook again,play_audiobook
4488,tell me your answer,general_quirky
9689,buy train tickets from delhi to mumbai for twenty third march,transport_ticket
1062,is summer going on,weather_query
10753,play something random from google play,play_music
7058,queue up ymca,play_music
4661,will you replay what you have said please.,general_repeat
5061,please change color of light to pinkish,iot_hue_lightchange
10826,describe what a sphere is,qa_definition
7813,where is the hottest desert located,qa_factoid
4293,you've done that right thank you very much.,general_praise
4489,are you human,general_quirky
4624,please will you try again.,general_repeat
413,have you come across any new recipes,general_quirky
4298,"i appreciate it, that's great job.",general_praise
1963,please clear jeff's birthday from the calendar,calendar_remove
7762,can you define this word,qa_definition
10918,i want to know what supermarket near me has the best price on gluten free bread,recommendation_locations
2128,set a reminder for john's birthday next week,calendar_set
4827,power up the vacuum,iot_cleaning
7951,what is the linear equation,qa_maths
4183,seems like the response was not correct.,general_negate
9427,i need a ride home,transport_taxi
4577,please would you reset.,general_repeat
1107,do i have any alarms set for tomorrow,alarm_query
789,what's the definition of diverse,qa_definition
3506,please check last thing i said.,general_confirm
10907,where is a petrol station in five mile radius,recommendation_locations
10880,please tell me what is the stock price of dew in ny market,qa_stock
6220,i like this song that is playing,music_likeness
6976,can you find animal crossing,play_game
130,repeat reminder for my schedule for christmas,calendar_set
6649,entertainment news,news_query
6055,delete shopping list,lists_remove
4813,switch on the roomba,iot_cleaning
8153,what is apple's current stock price,qa_stock
9820,please give me the road forecast for i95 sb,transport_traffic
2518,time and date of today,datetime_query
6132,i need you to remove item s from my list,lists_remove
5512,increase light intensity,iot_hue_lightup
1576,please mute the volume control,audio_volume_mute
7431,ally please play pandora radio,play_radio
1144,today how many alarms do i have set,alarm_query
2621,show me the current time,datetime_query
6426,do i have any music by lady antebellum,music_query
425,would you tell me once again.,general_repeat
10049,i need to delete the alarm for church on sundays at eleven am,alarm_remove
3924,"s1, explain more on your response.",general_explain
8948,show me chinese food near me,takeaway_order
6796,play audiobook of jacob,play_audiobook
3780,that doesn't really matter.,general_dontcare
9839,is traffic heavy on route eighty today,transport_traffic
5822,add car service to my list of things to do today,lists_createoradd
3560,confirm the last thing said please.,general_confirm
8958,how about some pizza tonight can you please order a pepperoni large,takeaway_order
1068,what is the temperature today,weather_query
9348,fix the driving route from here to grant market,transport_query
239,send email to new email address,email_sendemail
6078,can you remove remove buying eggs item from my to do list,lists_remove
3593,could you please check and confirm the detail.,general_confirm
7202,podcast next episode,play_podcasts
2187,add meet with dave at subway on weber on four april at five pm,calendar_set
6000,what lists available,lists_query
4799,on the button of cleaner,iot_cleaning
6634,can the latest news be pulled up on the latest weather forecast for the week,news_query
984,please let me know the time of train northern rail,transport_query
4467,has it been a busy day,general_quirky
422,retry please.,general_repeat
8314,list events in ny,recommendation_events
9990,is it going to rain on monday,weather_query
6783,list me the audiobooks i have already listened to,play_audiobook
4901,i want coffee from the machine,iot_coffee
9917,what is the current weather conditions in chicago illinois,weather_query
8638,send a tweet to tmobile for rude employees,social_post
6512,please go to settings of the music player and make the equalizer in the flat sound mode,music_settings
9848,any traffic issues today,transport_traffic
9415,call a taxi for me,transport_taxi
2784,did dan send me any emails,email_query
8496,where is the closest bar,recommendation_locations
8808,check my social networks,social_query
6674,did the yankees win last night,news_query
8974,place a takeaway order for a cheeseburger and fries from burger king,takeaway_order
1669,please do not respond,audio_volume_mute
4712,turn on vacuum,iot_cleaning
1301,stop seven am alarm,alarm_remove
6714,resume pride and prejudice,play_audiobook
5623,will you please turn off the smart plug,iot_wemo_off
1402,alarm set,alarm_set
6689,please share up to the minute details on sprint,news_query
2039,clear off the vet appointment tomorrow,calendar_remove
4583,can you reset.,general_repeat
3145,start email,email_sendemail
9672,book a train ticket from here to charleston west virginia at eight am today,transport_ticket
950,hey order a pizza pie with extra cheese,takeaway_order
6332,what artist is singing that song,music_query
7253,play stuff you should know,play_podcasts
5460,increase the brightness of lights bedroom,iot_hue_lightup
6150,delete my to do list,lists_remove
10280,open a reply message,email_sendemail
1680,stop the audio,audio_volume_mute
8890,has anyone commented on my status,social_query
2749,update my inbox please,email_query
7052,play me some melody song,play_music
4268,"you are awesome, i appreciate it.",general_praise
5909,read the list,lists_query
6334,what's on the radio right now,music_query
5853,please create a list of due payment those who not received more then ten months,lists_createoradd
1833,what is on the agenda for the four pm meeting with joe,calendar_query
5247,attenuate the lights,iot_hue_lightdim
8357,what is happening near me,recommendation_events
1868,when the meeting start,calendar_query
10398,"nope, i didn't say this.",general_negate
4825,vacuum on,iot_cleaning
305,would you please confirm the instruction.,general_confirm
10186,what should i make for dinner,cooking_recipe
4684,please could you tell me that comment said once again.,general_repeat
395,"it's great one, thank you very much.",general_praise
6622,access latest news,news_query
7501,what is the exchange rate of euro today to dirham,qa_currency
8167,google stock symbol,qa_stock
5351,turn off the light,iot_hue_lightoff
640,list of playback of ar rahman collections,music_query
3518,would you please confirm that.,general_confirm
481,change lights to blue,iot_hue_lightchange
2603,what is today's day,datetime_query
7642,tell me what the word organism means,qa_definition
9817,tell me the traffic condition from here to home,transport_traffic
8548,show me theatre where pirates of caribbean is playing,recommendation_movies
5365,please turn off kitchen light for me,iot_hue_lightoff
5656,turn on the socket,iot_wemo_on
1742,speak louder please,audio_volume_up
4089,sorry but that is not the right answer.,general_negate
182,could you tell me what time it is,datetime_query
8418,find me the oldest hotel in washington dc,recommendation_locations
6052,get rid of the wednesday list,lists_remove
3180,i need to add a new email to my contacts,email_sendemail
1983,delete appointment at time,calendar_remove
10916,find me the cheapest place to buy a new backpack,recommendation_locations
8587,movies with good rotten tomato ratings,recommendation_movies
7908,is the largest ocean in the world the pacific,qa_factoid
1231,what's my next alarm,alarm_query
998,train leaving,transport_query
6133,remove a list of accessories purchase last week,lists_remove
1502,down the volume,audio_volume_down
4717,turn on the vacuum cleaner while i am gone,iot_cleaning
4126,this is not the correct answer.,general_negate
10026,am i gonna need rain boots,weather_query
10042,let me know the alarm time,alarm_query
226,is this my sisters cellphone number,email_querycontact
5554,brighten light,iot_hue_lightup
2463,time difference between uk and us,datetime_convert
4001,open some cools jokes,general_joke
11065,book my train ticket from las vegas to los angeles,transport_ticket
7727,what is rock sand,qa_definition
10215,new york time,datetime_query
3492,olly that is all.,general_commandstop
641,what music is this,music_query
1673,can you please be muted for a while,audio_volume_mute
10286,excellent response to the command.,general_affirm
635,i want to know what song has the phrase stairway to heaven in it,music_query
7495,u. s. d. to yen,qa_currency
4447,show me what i can do with fitness,general_quirky
5582,shut off the socket,iot_wemo_off
11040,book me a taxi to the mall of america please,transport_taxi
7282,play the podcast named ringcast,play_podcasts
245,go to email and send message to,email_sendemail
2734,read new messages from my wife,email_query
3858,"s1, can you rephrase me more on the last sentence please.",general_explain
990,get route for los angles from here,transport_query
3747,"this is unimportant with me, olly.",general_dontcare
4343,"that's useful, appreciated, olly.",general_praise
7658,show meaning of clarion,qa_definition
4688,let's try again please.,general_repeat
1334,set new alarm on five am,alarm_set
8571,what movie theatres are in stephenville,recommendation_movies
9736,is traffic heavy,transport_traffic
11041,what's the closest taxi to me,transport_taxi
9186,does chinese deliver,takeaway_query
8452,what are the best italian restaurants in los angeles,recommendation_locations
3841,"s2, i can not catch up with you.",general_explain
6489,turn on repeat,music_settings
1935,show me my reminders,calendar_query
10320,check the command.,general_confirm
1958,cancel my meeting tomorrow,calendar_remove
3476,olly that's all.,general_commandstop
613,add song to running list,music_likeness
1912,is mary's birthday party tonight,calendar_query
10538,shut off the lights in the bedroom,iot_hue_lightoff
5841,please add list of things to buy for party,lists_createoradd
5756,add paper towels to the grocery list,lists_createoradd
579,how many items are on my list,lists_query
3891,i am not so clear about that.,general_explain
463,can you get me a cup of coffee,iot_coffee
7940,when's mark lanegan's next album out,qa_factoid
10181,how many eggs should i put in my cake mixture,cooking_recipe
10062,please set the alarm for seven,alarm_set
4470,please tell me who is going to win the nba championship,general_quirky
9462,book ola for airport today evening,transport_taxi
6323,tell me what is song is playing now,music_query
6088,please remove a list,lists_remove
11080,how long will it take to drive to long beach,transport_traffic
4327,you've done it right thanks.,general_praise
5412,please turn the lights on,iot_hue_lighton
1238,kickball is over i do not need the alarm for kickball on wednesday evening any longer,alarm_remove
1969,remove the fundraiser for dolphines in april,calendar_remove
9220,does this restaurant deliver,takeaway_query
9237,where is my pizza from domino's at,takeaway_query
6960,let's play you'll be the keeper and never change position,play_game
1114,what are the next three alarms set to go off,alarm_query
8138,have bing's stocks dropped,qa_stock
10129,when will the match start,calendar_query
2032,change the plan of meeting,calendar_remove
5277,cut off the bathroom lights,iot_hue_lightoff
5583,turn off the wemo plug,iot_wemo_off
3567,can you please check my last question.,general_confirm
520,please turn on all lights,iot_hue_lighton
6510,turn shuffle on music player on,music_settings
3467,please would you shut up.,general_commandstop
5273,please turn lights off,iot_hue_lightoff
10221,add lowes hardware to my contact emails located in cleveland ohio,email_addcontact
667,what's the latest news from xinhua,news_query
9013,when i get home can you please order a pizza,takeaway_order
9238,can i pick up my large order at pizza hut,takeaway_query
3938,"s1, please explain further on your words to me.",general_explain
10077,repeat alarm,alarm_set
9743,how is the traffic in florida,transport_traffic
8970,i am in need of some pizza what's the closest place that delivers,takeaway_order
1164,let me know about any alarms set today,alarm_query
3181,send an email to my mum that i will visit her next weekend,email_sendemail
4745,initialize the robot vacuum,iot_cleaning
7734,give me the specs on the bugatti veyron,qa_definition
666,find new trump articles but not from fox news,news_query
8289,can you tell me what kind of show can i go tonight in miami,recommendation_events
9653,i need to leave on the five pm train to rockville,transport_ticket
7295,play newest reason podcast,play_podcasts
3579,will you please check and confirm the last thing i said.,general_confirm
7960,what is five minus one,qa_maths
1602,help me to mute my speaker,audio_volume_mute
3609,confirm detail please.,general_confirm
5562,turn off my wifi,iot_wemo_off
8893,please give me the latest feed updates,social_query
2080,i will no longer be joining mom for lunch tomorrow,calendar_remove
4674,i need to hear that sentence again.,general_repeat
2307,how many cups of sugar in texas sheet cake frosting,cooking_recipe
9596,book me a train ride,transport_ticket
4071,tell a joke that puts smile on my face,general_joke
8738,send tweet via message to cardinal cafe and tell them their customer service is outstanding,social_post
2112,set rotating event,calendar_set
9248,is mr pizza on skip the dishes,takeaway_query
3360,i'd like you just stop.,general_commandstop
9865,how was the traffic now,transport_traffic
8353,show me events in sacramento,recommendation_events
4171,you had me incorrectly.,general_negate
4878,make my coffee,iot_coffee
5780,i need to put together a todo list for work,lists_createoradd
6560,what does the analysts say about the new immigration policies,news_query
8340,any local activities you can recommend in my area,recommendation_events
10336,could you please check what said.,general_confirm
9788,traffic congestion issues,transport_traffic
2163,calendar event send invite bill malinda,calendar_set
9496,book an uber from my location to the theatre,transport_taxi
1717,louder volume please,audio_volume_up
7949,when was justin bieber born,qa_factoid
290,would you confirm the question.,general_confirm
8700,please tweet the following complaint,social_post
3972,elaborate me further on your answer please.,general_explain
10313,olly i want you cancel it.,general_commandstop
4310,"excellent job, you have done well.",general_praise
10669,who wrote this song,music_query
10040,what alarms do i have scheduled for tomorrow,alarm_query
7112,play country music,play_music
2925,fetch me the phone number of alexander,email_querycontact
10472,robot do the whole house now,iot_cleaning
9145,call the restaurant to see if the delivery is on the way,takeaway_query
9601,please purchase me a train ticket to atlanta,transport_ticket
3817,wouldn't really care.,general_dontcare
1116,is the alarm to the backdoor set and ready to go,alarm_query
8648,have a moan at easyjet,social_post
2216,put working out on my calendar for eight am every day this week,calendar_set
3823,would you once again clarify me about your response please.,general_explain
4290,"you are my hero, appreciated.",general_praise
6412,what music do i usually listen to,music_query
7351,i want to hear program one on lastfm,play_radio
1547,lower the volume please,audio_volume_down
10483,i want coffee everyday,iot_coffee
2989,call mom,email_querycontact
8665,post this on my facebook,social_post
5873,what is my grocery list,lists_query
9324,give me train times from station to location,transport_query
8989,call domino's pizza,takeaway_order
4048,tell me some joke,general_joke
3695,"that is of no importance, olly.",general_dontcare
2988,is bills cell phone number in my contacts,email_querycontact
4110,thanks but i think you have messed up my request.,general_negate
2047,please remove this event from my calendar,calendar_remove
4993,please make the lights watching friendly,iot_hue_lightchange
2424,please change time zone to india,datetime_convert
1245,remove my work alarm,alarm_remove
805,what does a grapefruit look like,qa_definition
1730,please increase the volume to maximum,audio_volume_up
8930,my facebook update in every three hour should be available,social_query
6009,what lists are open,lists_query
4190,thanks but it's not the correct command.,general_negate
6509,play only particular singer songs,music_settings
5760,add a movie name to the wish list,lists_createoradd
10678,shuffle music by aaron carter,music_settings
3170,send happy new year to john@gmail dot com,email_sendemail
6583,what's happening on bbc news today,news_query
2308,show me cooking websites,cooking_recipe
8122,how much has hp stock gone up,qa_stock
4202,i think it's not the correct answer.,general_negate
1566,mute volume,audio_volume_mute
9537,call a taxi to pick me up right now,transport_taxi
4431,tell me everything about umf,general_quirky
10910,what's the best clothes store here,recommendation_locations
6963,let's play nine ball against me adapt with my skill level always let me win,play_game
7621,please let me know the exchange rate between indian rupees and us,qa_currency
6581,what is the news about terrorist attack in afghanistan,news_query
1,alarm settings,alarm_query
7215,start my favourite podcast,play_podcasts
87,do i have any notifications from social media,calendar_query
2423,switch to eastern time zone,datetime_convert
8553,training day,recommendation_movies
6114,clear this list,lists_remove
9522,call me an uber for right now,transport_taxi
89,tell me the meetings i have for the week,calendar_query
1146,what is tomorrow's alarm time set to,alarm_query
2477,what's the time difference between here and queensland,datetime_convert
6799,base on my audiobook collection get me recommendation related audio book i should listen get and play me the resume,play_audiobook
9609,look for train tickets to edinburgh tomorrow,transport_ticket
8230,send me the stock market updates for today,qa_stock
3148,reply email,email_sendemail
8264,please search for events in my location,recommendation_events
11048,ticket for new york,transport_ticket
1645,be quiet,audio_volume_mute
759,please play some songs for kids,play_radio
5776,please add deodorant to my shopping list,lists_createoradd
3944,what did you mean by saying it.,general_explain
7306,play episode ten in the podcast,play_podcasts
236,reply the email of charles with just thank you right now,email_sendemail
213,check emails,email_query
5300,i need you to turn off the light of my bed room,iot_hue_lightoff
5844,add new item to list,lists_createoradd
9833,is there traffic,transport_traffic
10975,i want to order some pizza,takeaway_order
354,do you know what a joke is,general_joke
2860,would you go check my emails for me,email_query
1646,mute yourself until five pm,audio_volume_mute
5239,dim the lights in the bathroom,iot_hue_lightdim
10905,which teams are playing this weekend,recommendation_events
8245,what are all the event in area,recommendation_events
184,august fifteenth is what day of the week,datetime_query
1280,set off this alarm,alarm_remove
689,i want to finish listening to the book one thousand nine hundred and eighty four from where i left off,play_audiobook
5328,turn off the kitchen lights,iot_hue_lightoff
5010,please change the color of my lights surprise me,iot_hue_lightchange
3018,what is the email address for tessa,email_querycontact
1860,what events are scheduled for me to do today,calendar_query
11089,weather this week,weather_query
2926,what is jimmy johns's corporate number,email_querycontact
4630,could you speak it one more again please.,general_repeat
5593,please turn off the wemo plug,iot_wemo_off
3474,olly please just stop.,general_commandstop
5648,turn on the wemo plug socket to plug in my dongle,iot_wemo_on
10318,cancel.,general_commandstop
5567,turn the plug off,iot_wemo_off
2747,compile information on the data breach,email_query
5229,turn the lights down to seven,iot_hue_lightdim
2164,add dentist appointment for friday at five,calendar_set
9881,weather forecast for this week,weather_query
1959,hey olly make sure my calendar is completely clear tomorrow,calendar_remove
1376,set an alarm for seven am,alarm_set
2902,can i find out information about a contact,email_querycontact
7955,what is ten divided by five,qa_maths
6832,please open audible app and resume play,play_audiobook
1795,do i have a meeting on saturday march twenty fifth,calendar_query
2661,store my contacts,email_addcontact
6859,play the latest games,play_game
10381,i would like a joke,general_joke
570,make a catalogue,lists_createoradd
816,how old is emma watson newest boyfriend,qa_factoid
4855,time mr coffee for six am,iot_coffee
7806,birth date for movie star keanu reeves,qa_factoid
3095,send this email to reply to the latest emails,email_sendemail
2918,show me derek's contact information,email_querycontact
7868,how old is christie brinkley,qa_factoid
4153,sorry but it is incorrect.,general_negate
1318,delete my eight pm alarm,alarm_remove
9669,book a train ticket from washington dc to savannah georgia,transport_ticket
1857,give me the reminders,calendar_query
1433,set alarm on twenty fifth may at five pm,alarm_set
496,i want the room to be less bright,iot_hue_lightdim
1483,remind me at six thirty pm,alarm_set
5259,please turn off all the lights outdoor,iot_hue_lightoff
8440,markets near by,recommendation_locations
3303,yeap you've done that right.,general_affirm
2774,is there any new email,email_query
5306,turn off the room lights,iot_hue_lightoff
8606,what is the nearest theatre that plays the new vin diesel movie,recommendation_movies
9533,set up a taxi for eleven am tomorrow,transport_taxi
9661,book me a train for the next available train,transport_ticket
1758,could you speak more softly,audio_volume_up
9594,book a train ticket to city leeds,transport_ticket
3818,"do not really mind for whatever, olly.",general_dontcare
10947,send a tweet about sonys volume issues,social_post
194,add work email address,email_addcontact
10353,"this does not matter to me, olly.",general_dontcare
3470,olly please could you shut up.,general_commandstop
6770,start chapter seven of alma,play_audiobook
10047,would like to know the alarm you sent,alarm_query
3322,yeah you've understood my instructions perfectly.,general_affirm
2241,please tell me to take my umbrella because it will be very hot today,calendar_set
6374,who sang the song that is currently playing,music_query
4067,what's the latest joke,general_joke
6296,i enjoy listening to this song it really calms me down,music_likeness
9627,please book a ticket form jaipur to mumbai on tuesday,transport_ticket
11097,weather this week,weather_query
3703,i have no idea for which to select.,general_dontcare
1060,will the temperature be higher than forty tomorrow,weather_query
10953,tweet for me the complaint about drainage work,social_post
7934,how old is betty white,qa_factoid
939,did anyone message me on facebook,social_query
7429,can you find the the preacher joe show on gospel radio,play_radio
4839,make us a brew,iot_coffee
2549,what day is the fifteenth,datetime_query
10364,could you please once again elaborate to me.,general_explain
1836,my events,calendar_query
4955,please make some coffee for me,iot_coffee
8672,tweet kohls about the cleanliness of their store,social_post
9578,please book train ticket to new york,transport_ticket
1650,turn down the noise,audio_volume_mute
7170,skip this podcast,play_podcasts
2122,set a reminder for my shopping trip tomorrow at five pm,calendar_set
8689,write a tweet to burger king expressing my disapproval,social_post
7042,get sia's cheap thrills ready to play next,play_music
10245,show johns office number,email_querycontact
2590,is today march sixth,datetime_query
3926,rephrase me about what you've said further please.,general_explain
